country,region,used_in_global_model,geo_level,sample,date started,date completed,result,N,unweighted positive,test,source
Spain,Badajoz,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.6,"1,583",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Balears, Illes",Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.3,"1,372",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Barcelona,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,7,"3,696",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Bizkaia,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,4,"1,195",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Burgos,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,4.9,887,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cáceres,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,3,"1,201",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cádiz,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,1.6,"1,385",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cantabria,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,3.6,"1,504",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Castellón/Castelló,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.9,803,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ceuta,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,1.2,838,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ciudad Real,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,10.2,"1,163",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Córdoba,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.6,"1,117",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Coruña, A",Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,1.8,"1,275",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cuenca,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,13.2,851,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Gipuzkoa,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.5,951,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Girona,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.6,905,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Granada,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.8,"1,024",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Guadalajara,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,10.4,814,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Huelva,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,1.2,930,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Huesca,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,4.4,733,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Jaén,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,4,"1,062",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,León,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,6.1,886,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Lleida,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,3.8,710,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Lugo,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.2,813,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Madrid,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,11.3,"3,186",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Málaga,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,4,"1,463",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Melilla,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,1.8,927,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ourense,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.9,686,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Palencia,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,8,740,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Palmas, Las",Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,1.9,"1,244",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Pontevedra,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.2,"1,296",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Principado, Asturias",Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,1.9,"1,550",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Rioja, La",Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,3.4,"1,324",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Salamanca,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,7.5,809,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Santa Cruz Tenerife,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.7,"1,124",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Segovia,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,11.8,548,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Sevilla,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.3,"1,805",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Soria,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,14.4,707,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Spain,Yes,1,random sample recruited through national serosurvey,2020-04-27,2020-05-11,5,"35,883",,chemiluminescent microparticle immunoassay,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31483-5/fulltext
Spain,Tarragona,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,1.4,"1,012",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Teruel,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,3.3,688,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Toledo,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,8.9,"1,179",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Valencia/València,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.1,"1,913",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Valladolid,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,5.9,"1,084",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Zamora,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,6.8,651,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Zaragoza,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,4.9,"1,331",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Sweden,"Rinkeby-Kista, Stockholm",Yes,3,"Random sample, 16 to 70 years old",2020-06-22,2020-06-24,18.7,538,,"Unilabs med Abbott Architect 1 SARS-CoV-2IgG assay samt konfirmering av svagt reaktiva med DiaSorin Liaison SARS-CoV-2 S1/S2 IgG assay (3,4). ",https://www.folkhalsomyndigheten.se/globalassets/statistik-uppfoljning/smittsamma-sjukdomar/veckorapporter-covid-19/2020/covid-19-veckorapport-vecka-36-final_v2.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-06-08,2020-06-14,6.3,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Sweden,Sweden,Yes,1,"outpatient clinics, weighted to reflect population",2020-06-08,2020-06-14,5.6,"1,200",,multiplex metod (Sci LifeLab/KTH),https://www.folkhalsomyndigheten.se/contentassets/9c5893f84bd049e691562b9eeb0ca280/pavisning-antikroppar-genomgangen-covid-19-blodprov-oppenvarden-delrapport-1.pdf
Sweden,Sweden,Yes,1,"outpatient clinics, weighted to reflect population",2020-06-01,2020-06-07,7,"1,200",,multiplex metod (Sci LifeLab/KTH),https://www.folkhalsomyndigheten.se/contentassets/9c5893f84bd049e691562b9eeb0ca280/pavisning-antikroppar-genomgangen-covid-19-blodprov-oppenvarden-delrapport-1.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-06-01,2020-06-07,5.2,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Sweden,Sweden,Yes,1,"outpatient clinics, weighted to reflect population",2020-05-25,2020-05-31,5.6,"1,200",,multiplex metod (Sci LifeLab/KTH),https://www.folkhalsomyndigheten.se/contentassets/9c5893f84bd049e691562b9eeb0ca280/pavisning-antikroppar-genomgangen-covid-19-blodprov-oppenvarden-delrapport-1.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-05-25,2020-05-31,4,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Sweden,Sweden,Yes,1,"outpatient clinics, weighted to reflect population",2020-05-18,2020-05-24,5.4,"1,200",,multiplex metod (Sci LifeLab/KTH),https://www.folkhalsomyndigheten.se/contentassets/9c5893f84bd049e691562b9eeb0ca280/pavisning-antikroppar-genomgangen-covid-19-blodprov-oppenvarden-delrapport-1.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-05-18,2020-05-24,5.1,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-05-11,2020-05-17,5.2,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Sweden,Sweden,Yes,1,"outpatient clinics, weighted to reflect population",2020-05-11,2020-05-17,4.6,"1,200",,multiplex metod (Sci LifeLab/KTH),https://www.folkhalsomyndigheten.se/contentassets/9c5893f84bd049e691562b9eeb0ca280/pavisning-antikroppar-genomgangen-covid-19-blodprov-oppenvarden-delrapport-1.pdf
Sweden,Sweden,Yes,1,"outpatient clinics, weighted to reflect population",2020-05-04,2020-05-10,4.1,"1,200",,multiplex metod (Sci LifeLab/KTH),https://www.folkhalsomyndigheten.se/contentassets/9c5893f84bd049e691562b9eeb0ca280/pavisning-antikroppar-genomgangen-covid-19-blodprov-oppenvarden-delrapport-1.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-05-04,2020-05-10,2.9,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Sweden,Sweden,Yes,1,"outpatient clinics, weighted to reflect population",2020-04-27,2020-05-03,4.1,"1,200",,multiplex metod (Sci LifeLab/KTH),https://www.folkhalsomyndigheten.se/contentassets/9c5893f84bd049e691562b9eeb0ca280/pavisning-antikroppar-genomgangen-covid-19-blodprov-oppenvarden-delrapport-1.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-04-27,2020-05-03,2.6,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Sweden,Sweden,Yes,1,"outpatient clinics, weighted to reflect population",2020-04-20,2020-04-26,5.2,"1,200",,multiplex metod (Sci LifeLab/KTH),https://www.folkhalsomyndigheten.se/contentassets/9c5893f84bd049e691562b9eeb0ca280/pavisning-antikroppar-genomgangen-covid-19-blodprov-oppenvarden-delrapport-1.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-04-20,2020-04-26,0.7,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-03-23,2020-03-29,0,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Sweden,Sweden,Yes,1,Blood donors,2020-03-16,2020-03-22,0,400,,multiplex metod (Sci Life Lab/KTH),https://www.folkhalsomyndigheten.se/contentassets/376f9021a4c84da08de18ac597284f0c/pavisning-antikroppar-genomgangen-covid-19-blodgivare-delrapport-2.pdf
Switzerland,Canton of Geneva,Yes,2,"random sample, similar demographics to canton at large",2020-05-04,2020-05-10,10.8,775,,anti-SARS-CoV-2-IgG antibodies using a commercially available ELISA,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31304-0/fulltext
Switzerland,Canton of Geneva,Yes,2,"random sample, similar demographics to canton at large",2020-04-27,2020-05-03,6.6,604,,anti-SARS-CoV-2-IgG antibodies using a commercially available ELISA,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31304-0/fulltext
Switzerland,Canton of Geneva,Yes,2,"random sample, similar demographics to canton at large",2020-04-20,2020-04-26,10.9,577,,anti-SARS-CoV-2-IgG antibodies using a commercially available ELISA,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31304-0/fulltext
Switzerland,Canton of Geneva,Yes,2,"random sample, similar demographics to canton at large",2020-04-13,2020-04-19,8.5,469,,anti-SARS-CoV-2-IgG antibodies using a commercially available ELISA,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31304-0/fulltext
Switzerland,Canton of Geneva,Yes,2,"random sample, similar demographics to canton at large",2020-04-06,2020-04-12,4.8,341,,anti-SARS-CoV-2-IgG antibodies using a commercially available ELISA,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31304-0/fulltext
United Kingdom,East Midlands,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,3.9,701,,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,East of England,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,6.4,918,,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,England,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,6.02,"7,093",,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,London,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,11,540,,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,North East,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,4.9,226,,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,North West,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,4.8,886,,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,South East,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,4.7,"1,232",,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,South West,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,3.5,"1,165",,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,West Midlands,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,6.8,684,,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,Yorkshire and the Humber,Yes,2,national sample of above 16 population,2020-04-26,2020-08-27,5.2,741,,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,East Midlands,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,3.9,701,25,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,East of England,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,6.4,918,57,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,England,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,6.02,"7,093",350,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,London,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,11,540,52,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,North East,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,4.9,226,13,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,North West,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,4.8,886,49,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,South East,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,4.7,"1,232",52,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,South West,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,3.5,"1,165",31,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,West Midlands,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,6.8,684,42,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,Yorkshire and the Humber,Yes,2,national sample of above 16 population,2020-04-26,2020-08-23,5.2,741,29,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,England,Yes,2,national sample of above 16 population,2020-04-26,2020-08-09,6.24,"5,248",,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,England,Yes,2,national sample of above 16 population,2020-04-26,2020-07-26,6.21,"4,840",,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,England,Yes,2,national sample of above 16 population,2020-04-26,2020-07-08,6.29,"4,309",,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,England,Yes,2,national sample of above 16 population,2020-04-26,2020-06-27,6.3,"3,298",,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,England,Yes,2,national sample of above 16 population,2020-04-26,2020-06-08,5.4,"1,757",,,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata
United Kingdom,East of England,Yes,2,"healthy blood donors, weighted to be representative",2020-05-04,2020-05-10,10,"1,000",,Euroimmun assay,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata/2030
United Kingdom,North West,Yes,2,"healthy blood donors, weighted to be representative",2020-05-04,2020-05-10,12.4,"1,000",,Euroimmun assay,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata/2027
United Kingdom,London,Yes,2,"healthy blood donors, weighted to be representative",2020-04-27,2020-05-03,17.5,"1,000",,Euroimmun assay,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata/2022
United Kingdom,South East,Yes,2,"healthy blood donors, weighted to be representative",2020-04-20,2020-05-03,4.8,"1,000",,Euroimmun assay,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata/2029
United Kingdom,Midlands,Yes,2,"healthy blood donors, weighted to be representative",2020-04-20,2020-04-26,8,"1,000",,Euroimmun assay,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/datasets/coronaviruscovid19infectionsurveydata/2024
